Link,Title,Name,Location,Salary,Summary
https://kr.indeed.com/viewjob?jk=a76dfe632053e8ce,Senior Executive,Mapletree Investments Pte Ltd,대한민국,,where required. Monitor term contracts... tenancy fitting-out. Supervise the Term Contractors’ works and ensure works...
https://kr.indeed.com/viewjob?jk=c45f72bf9771f7b4,"Senior Sales Representative, Knee",Stryker,서울,,"achieve financial goals... business. Develop short- term and long- term marketing strategy, execute marketing plans through..."
https://kr.indeed.com/viewjob?jk=524060e7eb43532b,"Sr Marketing Specialist, ENT",Medtronic,서울,,operators and referrers Good ability to set up long- term marketing and business strategies including revenue/operational...
https://kr.indeed.com/viewjob?jk=e72d9f072706ef1d,South Korea Key Account Manager,Reed Business Information,대한민국,,"maintaining long term executive... Create, develop, and maintain long term executive relationships across a portfolio..."
https://kr.indeed.com/viewjob?jk=1cd6d0ddae997754,Commercial Account Executive,DataDog,서울,,continues to innovate... well positioned... long term... Team: Our sales team works... best-of-breed product...
https://kr.indeed.com/viewjob?jk=9dbceadf7ce0ed26,Sr. Database Sales Specialist,Amazon Web Services Korea LLC,서울,,maintain an accurate revenue forecast • Develop long- term and strategic relationships with key accounts and stakeholders...
https://kr.indeed.com/viewjob?jk=dcbde4884701f47e,Applications Sales Representative IV,Oracle,서울,,"communication. Engage targeted utilities to influence... long- term vision and needs around energy efficiency, customer..."
https://kr.indeed.com/viewjob?jk=471e84d8cc7bd871,Transportation Manager,Schneider Electric,서울,,"shipped) Design, Manage and make long term plans for Korea Transport and Compliance... building long- term partnerships..."
https://kr.indeed.com/viewjob?jk=1a04f539ec642dca,Yuyuan Kitchen Dim Sum Chef,Four Seasons,서울,,"understands the environment and coaches other to improve long- term outcomes Has good business acumen, a strong work ethic..."
https://kr.indeed.com/viewjob?jk=f6bbf69578f01eab,"Strategic Partnership Manager, Channel Sales, Google Custome...",Google,서울,,develop the capacity to manage long- term advertiser relationships. You will work... helping our long- term partners anticipate...
https://kr.indeed.com/viewjob?jk=1c790555373f61da,Strategic Territory Sales Representative,Autodesk,서울,,"driving solid business value for customers and Autodesk for longer term success Primarily focus on Architecture, Engineering..."
https://kr.indeed.com/viewjob?jk=65b901f0a8de28b1,JMP Inside Sales Account Representative _Korea,SAS Institute Inc,서울,,service Ability to quickly build trust and maintain long term relationship with existing accounts Ability to build trust...
https://kr.indeed.com/viewjob?jk=70fd096d21fe518f,Seeking a FACULTY MANAGER for New Kindergarten Located,Chung Dahm Learning,서울,,class on average) all contracts... minimum one year term E2 sponsorship if required 5 million KRW key money loan...
https://kr.indeed.com/viewjob?jk=241b2fe27ef92f8f,Field Support Specialist 1,Oracle,서울,,"Provide long or short term site coverage... travel at short notice - short and long term, within region, potentially globally..."
https://kr.indeed.com/viewjob?jk=1923b68b54b30d69,"Enterprise Sales Specialist, South Korea",Mendix,서울,,"impact... world. So, if you aim high and think long term…you belong here. We innovate. We want... what happens next..."
https://kr.indeed.com/viewjob?jk=4116444620b342e3,Network Engineer,Barbaricum,경기도 평택,,"clearly defined near- term, mid- term, and long- term initiatives. Be proficient... near- term, mid- term, and long- term..."
https://kr.indeed.com/viewjob?jk=86ba27043f5d9ad3,3DEXPEREINCE WORKS Partner Sales Manager,Dassault Systèmes,서울,,"Capacity Manager... transformation to achieve the Mid- Term Growth Plan, Ensure trusted relationships with Partners..."
https://kr.indeed.com/viewjob?jk=b44d9c8d5a4ec1d2,Senior Sales Representative,Stryker,서울,,financial goals... business. Establish short and long term sales strategy and forecasts... local Seoul/Gyunggi...
https://kr.indeed.com/viewjob?jk=6b9f8663e1ef8f2e,"Senior Manager, Solution Consulting - Seoul, South Korea",Genesys,서울,,"Assists... development of short, medium, and long- term plans to achieve strategic objectives Regularly interacts across..."
https://kr.indeed.com/viewjob?jk=fe44b604b59c9bf0,National Sales Manager - Korea ì�´ì‚¬,Brown-Forman,서울,,"implementing short, medium and long term strategies across all channels Give... short, medium and long term results Lead..."
https://kr.indeed.com/viewjob?jk=4c155d9f4f0fb0d3,Selling Partner Support Associate,Amazon Services Korea LLC,서울,,Position Description: Global Seller Support Associate (Fixed- term... Seller Support Associate acts... primary...
https://kr.indeed.com/viewjob?jk=f774003cf78cabbc,[L'oreal Korea] HR - People Development & Learning Manager,L'Oreal,서울,,needs and career plan Design and follow-up of short and mid- term development plans Ensure integration program (FIT onboarding...
https://kr.indeed.com/viewjob?jk=2496138ec2d92bfa,Assistant Training Manager,Burberry,서울,,"mindset is core to our business and key to our long- term success. JOB PURPOSE Service excellence ambassador, responsible..."
https://kr.indeed.com/viewjob?jk=4ff874866ad60ddd,Customer Service Manager,Bloom Energy,서울,,daily directions and supervision Assist in negotiating Long Term Service Agreement (LTSA) contracts in Korean Work cross...
https://kr.indeed.com/viewjob?jk=b5d6cb43a3b60aac,Public Policy Manager,TikTok,서울,,other technology-relevant public policy concerns. 3. Building long- term strategic relationships with local partners; develop...
https://kr.indeed.com/viewjob?jk=53351825a09b9af7,"Analyst - Capabilities & Insights, Global Energy & Materials",McKinsey & Company,서울,,workstream in your area of expertise to provide short- term support delivering key insights on content-focused questions. You...
https://kr.indeed.com/viewjob?jk=1e8dd22851304a43,"Business Development Manager -- Funding, Asian Market",Xsolla,서울 강남구,,account deeper Coordinate and help finalize investor-facing term sheets based... needs of all parties Coordinate...
https://kr.indeed.com/viewjob?jk=3f14dada6ac7fb0f,IT Digital Transformation & Mobility Manager,Mercedes-Benz Financial Services Korea Ltd.,서울,,"Team Manager prepares and delivers input... strategic, long term IT plan in collaboration... line... strategic..."
https://kr.indeed.com/viewjob?jk=3ece5c9fc6355693,"Trainer, Retail",Burberry,서울,,"mindset is core to our business and key to our long- term success. JOB PURPOSE Service excellence ambassador, responsible..."
https://kr.indeed.com/viewjob?jk=885cfd9765788def,Senior Sales Associate (신세계 광주),Burberry,광주광역시,,mindset is core to our business and key to our long- term success. JOB PURPOSE To provide an inspirational shopping...
https://kr.indeed.com/viewjob?jk=715a543414714d53,"GWS, Receptionist (사원~대리급)",CBRE,서울,,client premises in Yeoido Contract Type: Regular (open term) JOB SUMMARY Provides administrative support to a department...
https://kr.indeed.com/viewjob?jk=e5bc274f848a9d8a,Brand Manager,Takeda Pharmaceutical,서울,,addition... position is also responsible for forecasting long- term and market trends... designated market through...
https://kr.indeed.com/viewjob?jk=00e77aeec8bf3698,Internship – Digital Media/Marketing Assistant,Asiance,서울,,품권 지급 Working from home Leaving work at 4 o'clock on Long- term employee Chuseok & every Wednesday (Flexible) the last Friday...
https://kr.indeed.com/viewjob?jk=289d881fad2abb97,Logistics Sales Engineer,Cognex Corporation,서울,,who... using Cognex’s logistics products. Build long- term relationships with OEMs and End Users that enable year over...
https://kr.indeed.com/viewjob?jk=e2ac5f3c7544bdc7,[JW중외제약] 대졸이상 신입/경력 수시채용,JW그룹,서울 서초동,,"신제품 후보물질 발굴 및 License-in 추진 - 신규물질 스크리닝, 제품검토 및 시장성 평가, 사업제안, Term sheet협의 2. 신약개발과제 License-out 관련 업무의 기획 및 추진 - 내부 개발현황 파악..."
https://kr.indeed.com/viewjob?jk=55f222518e9e05c1,[촉탁직] 제2금융권(증권) Network 업무 수행인력,SK C&C,성남 분당구,,1.채용기간 2021-12-28 - 충원 완료시 2.고용형태 Contractor (Fixed Term) 3.채용직무소개 인터넷·IT·통신·모바일·게임>네트워크·서버·보안>Router·Switch|인터넷·IT·통신...
https://kr.indeed.com/viewjob?jk=062ea93240d50768,Sales Manager,DNV,서울,,"support our customers to transition and realize... long- term strategic goals sustainably, and collectively contributing..."
https://kr.indeed.com/viewjob?jk=58f9128b82249c78,Paralegal 1,Oracle,서울,,contract negotiations and drafting non-standard contractual term/language both in English and Korean. Support other members...
https://kr.indeed.com/viewjob?jk=90de51a86af773b5,Commercial Sales Leader,Red Hat Software,서울,,Solid communication skills with ability to articulate long- term direction and collaborate... team on how to reach...
https://kr.indeed.com/viewjob?jk=e5ba2cf9b269cf96,Climate Change Assessor,DNV,서울,,"support our customers to transition and realize... long- term strategic goals sustainably, and collectively contributing..."
https://kr.indeed.com/viewjob?jk=bd0b11cd1e583588,Senior Quality Assurance Specialist,Takeda Pharmaceutical,서울,,Type: 1 year Fixed- term (직계약직) Location... Type Employee Worker Sub-Type Fixed Term (Fixed Term) Time Type Full time
https://kr.indeed.com/viewjob?jk=ca682172ce1933cd,"Manager, Consumer Products",Netflix,서울,,"our most popular content and ultimately, drive long- term revenue. Ideally, our products connect members to our content..."
https://kr.indeed.com/viewjob?jk=21ba056946e5abdf,"Solutions Architect - AMAZON Web Services, Korea",Amazon Web Services Korea LLC,서울,,managers within your larger organization when discussing mid- term customer strategy and architectural best practices · We...
https://kr.indeed.com/viewjob?jk=829100d6bbfffc88,"Partnerships Solutions Partner Manager (English, Korean)",Google,서울,,"through monetization solutions, to helping our long- term partners anticipate and navigate change in a way that delivers..."
https://kr.indeed.com/viewjob?jk=9b864bc448f90755,[Lionbridge] Korean Editor,라이온브리지테크놀로지스코리아,서울 마포구,,need... living within commuting distance from Seoul. Long- term and regular commitment to our localization projects...
https://kr.indeed.com/viewjob?jk=d96235802139686d,Financial Accountant,ResMed,서울,,"capacity for change is critical to progress and long term success. Strong communication skills, including good in English..."
https://kr.indeed.com/viewjob?jk=7498d973c243a9b0,Supply Chain Analyst,BD,서울,,"including monthly S&OP metrics, demand planning/longer term demand planning files. -Manage back orders updating various..."
https://kr.indeed.com/viewjob?jk=30159fa2c3c13e28,"Program Manager - Amazon Web Services, Korea",Amazon Web Services Korea LLC,서울,,uncovered/greenfield market and increasing the long- term revenue potential for AWS... ideal candidate... responsible...
https://kr.indeed.com/viewjob?jk=b503a93f48475d62,TikTok Live Operations Leader,TikTok,서울,,live streaming team for South Korea; - Making short term and long term strategy and plans for live streaming development...
https://kr.indeed.com/viewjob?jk=86228eb81d7f615f,Senior Recruiter,Shopee,서울,,"recruitment-related initiatives... contribute... long- term growth... team, including candidate engagement/CRM..."
https://kr.indeed.com/viewjob?jk=bf6a63af590f02f4,Sales Associate,Versace,경기도 수원+1 지역,,"maintain a long term relationship... skills and ability to maintain long- term with clients and community, understand..."
https://kr.indeed.com/viewjob?jk=64d3d94729a39a58,[Janssen] Financial Analyst,Johnson & Johnson Family of Companies,서울,,"Analyst 2. 계열사: 한국얀센 (Janssen) 3. 근무지: 서울시 용산구 4. 근무 형태: Fixed Term [Responsibilities] 1) Assist, enable and ensure that BU..."
https://kr.indeed.com/viewjob?jk=a879685f56fdebcd,Business Development Manager - Gaming,ByteDance,서울,,"organizations and influencer groups, working to drive long- term adoption and set growth strategies for our partners. Ideal..."
https://kr.indeed.com/viewjob?jk=9889b7360cd6d1d6,Sr. Regulatory Affairs Specialist,Takeda Pharmaceutical,서울,,timeframes Handle multiple priorities to achieve long and short- term goals Regulatory submissions File assigned new drug...
https://kr.indeed.com/viewjob?jk=ea6893c9eb75ac4a,Global Technology Manager ABS,INEOS Styrolution,서울,,Support long term asset strategy... skills with ability to build long- term relationships and able to work with internal...
https://kr.indeed.com/viewjob?jk=5a2b9481ee219d79,Tech Architect,McKinsey & Company,서울,,ability to manage through influence Ability to create long term relationships and deliver programs of major impact within...
https://kr.indeed.com/viewjob?jk=a6425ba5c21ef3ec,INTERN - ENVIRONMENT AFFAIRS [Temporary],United Nations,인천,,commission of any... acts. The term “sexual exploitation” means any actual... conditions. The term “sexual harassment...
https://kr.indeed.com/viewjob?jk=49b3ea6df98d1acc,[L'oreal Korea] E-Commerce Demand Planner,L'Oreal,서울,,English Strong negotiations skills Ability to build a long- term sustainable strategy Advanced financial awareness is required...
https://kr.indeed.com/viewjob?jk=d0986208b46d0291,"Project Engineer, Korea",Bloom Energy,서울,,matter experts Contribute... success of Bloom Energy’s long- term process improvement efforts Ensure exemplary safety...
https://kr.indeed.com/viewjob?jk=e96a98219e815e7a,R&D 부문 대졸 신입/경력 수시채용 공고,JW그룹,서울 서초동,,"신제품 후보물질 발굴 및 License-in 추진 - 신규물질 스크리닝, 제품검토 및 시장성 평가, 사업제안, Term sheet협의 2. 신약개발과제 License-out 관련 업무의 기획 및 추진 - 내부 개발현황 파악..."
https://kr.indeed.com/viewjob?jk=c80c823f4c170fe4,Field Engineer,Cytiva,서울,,so you can grow your career and expand your skills... long term. Cytiva is proud to work alongside a community of nine...
https://kr.indeed.com/viewjob?jk=3ec2e8173405e407,Solution Area Specialist,Microsoft,서울,,influence long- term strategic direction... Articulates business value and long- term implications for customer business...
https://kr.indeed.com/viewjob?jk=ce37da3523abb35c,CIB - Equity Research - Research Analyst - Fixed Term Contra...,"JPMorgan Chase Bank, N.A.",서울,,"drives everything we do. We strive to build trusted, long- term partnerships to help our clients achieve... business..."
https://kr.indeed.com/viewjob?jk=08dfa54b94d5e3fc,"Director, Business Development - Korea (Remote)",YouAppi,서울,,"market strategy including... limited to a short and long- term account and agency plan, a staffing plan that supports..."
https://kr.indeed.com/viewjob?jk=a90414059156e8be,Business Development Manager,Amazon Web Services Korea LLC,서울,,immediate issues our clients are facing but also... long term business needs... result we’re looking for someone who...
https://kr.indeed.com/viewjob?jk=c0e1c6f4ef563672,Supply Chain Manager -WQG KR,Hach,서울,,framework of a term Contract and seek... Plan resource requirements for short term and medium term in consideration of sales...
https://kr.indeed.com/viewjob?jk=73fc505039d702d5,Sales Specialist (Mercedes-Benz Mobility Korea),Mercedes-Benz Financial Services Korea Ltd.,서울,,"Benz Mobility Long Term Rental Sales KPI... build up new services... Short Term Rental, Subscription etc. following..."
https://kr.indeed.com/viewjob?jk=b84f42b4c501dbf6,Business Development Dir. II,Labcorp,서울,,less experienced staff. Develops and establishes long- term account plans. • Leads and negotiates business unit based MSA...
https://kr.indeed.com/viewjob?jk=773c9cbd52b3884b,Sports & Culture Marketing Manager(Seoul) with Distribution...,Red Bull,서울,,"brand by designing and executing a short-, mid- and long- term Sports/E-Sports & Culture program achieving strong credibility..."
https://kr.indeed.com/viewjob?jk=44a1a2f383c5fec7,Startup Partner Success Manager,Amazon Web Services Korea LLC,서울,,Startups in order to build long- term business and marketing opportunities... Develop long- term strategic partnerships...
https://kr.indeed.com/viewjob?jk=ac4b372cafbeb314,효능분석팀 (팀장) 신약개발 전문기업,,경기도,,"수행 관리 2) Pipeline 매니저, 전문 Unit과의 cross communication 3) Long Term Project : ( 협의 후 결정 ) 4) 교육 훈련 참가 : ( 협의 후 결정 ) 5) 기타 Role..."
https://kr.indeed.com/viewjob?jk=1620ee7fb95ccd51,Senior Business Development Manager (Korea market),Razer USA Ltd.,대한민국,,work independently to manage Razer Gold Korea wallet Develop long- term partnerships... assigned merchants/contents...
https://kr.indeed.com/viewjob?jk=da3da364536dc0ad,Regional Sales Director - South Korea,AT&S,경기도 안산,,plans and sales strategies to provide short and long term budget plans Build strong relationships with key decision makers...
https://kr.indeed.com/viewjob?jk=5e8252bd49ece1ce,ME Budget & Headcount Controller,General Motors,인천,,Job Description Mid- term budgeting process lead ME budget control collaborating with finance ME cost/headcount initiatives...
https://kr.indeed.com/viewjob?jk=a5e1d30ae36514c1,"CX Consulting Engineer (Technical Leader), Security",Cisco Systems,서울,,"making us trusted advisors capable of building solid, long- term relationships with our customers... Consulting Engineer..."
https://kr.indeed.com/viewjob?jk=61a8d3be7a1773dc,Engagement Partner,Veeva Systems,경기도,,customers Work... business stakeholders... long- term and trustworthy partnership... Veeva Services team...
https://kr.indeed.com/viewjob?jk=e994bf5f520ab24f,Sales Engineer - OEM,FUCHS LUBRICANTS (KOREA) LTD.,울산,,Korea OEM market & competitors update Develop OEM short & mid- term startegy New business & project development and follow up...
https://kr.indeed.com/viewjob?jk=3205a56e08ecfdce,Product Manager - OpenData - South Korea,Veeva Systems,경기도,,client and market requirements to develop short- and long- term product roadmaps and country strategy in conjunction...
https://kr.indeed.com/viewjob?jk=e31ad66db90d5116,Gwangju Institute of Science and Technology English Instruct...,광주과학기술원,광주 북구,,Conditions of Employment Position: English Instructor ( Term-based full-time employee) Period of Employment: Feb 1st...
https://kr.indeed.com/viewjob?jk=25b083976cf8aa7b,Engineering Manager (엔지니어링 매니저) - Four Points by Sheraton Su...,"Marriott International, Inc",경기도 수원,,property vehicles and recreational facilities. • Develops a long term plan for preventative maintenance and asset protection...
https://kr.indeed.com/viewjob?jk=524a7082db84b5e4,Aesop Suji -Senior Retail Consultant,AESOP Corporate,경기도,,"Behaviour: Goes beyond what is expected, considers the longer term impact of decisions and actions Takes accountability..."
https://kr.indeed.com/viewjob?jk=905aedfbdec7bb4f,화합물합성팀 (팀원: 2~3명 채용) 신약개발 전문기업,,경기도,,"합물 관리 2) GPCR, non-GPCR pipeline 매니저 cross communication - Long Term Project : ( 협의 후 결정 ) - 교육 훈련 참가 : ( 협의 후 결정 ) - 기타 Role..."
https://kr.indeed.com/viewjob?jk=72e790f0a0747f80,CIB F&BM - Legal Entity Controller - Analyst,"JPMorgan Chase Bank, N.A.",서울,,"drives everything we do. We strive to build trusted, long- term partnerships to help our clients achieve... business..."
https://kr.indeed.com/viewjob?jk=f97a9dc7fec20c8d,Account manager,OSIsoft,서울,,willing to learn Motivated by results and ultimately long- term customer satisfaction Ability to travel to customer sites...
https://kr.indeed.com/viewjob?jk=0f7d5d66836a6766,"SEAK Business Solution Operations , Seoul",VMware,서울,,Account team to build pipeline for both long term and short- term closure Produce and present customer financial business...
https://kr.indeed.com/viewjob?jk=cd4bbc45d2af8525,Medical Health Services Department Manager,TÜV SÜD,서울,,"market/industry, competitor and customer information - Setup long term business objectives and formulate business strategies..."
https://kr.indeed.com/viewjob?jk=310505223471e6c9,"Senior Application Architect, Global Specialty Practice, Pro...",Amzn Corporate Services Korea,서울,,have a demonstrated ability to think strategically and long- term about the needs of global businesses... deeply familiar...
https://kr.indeed.com/viewjob?jk=c36861edde8ef58b,"Sr. Professional, Account Management",Under Armour,서울,,"development... Partner’s seasonal, annual and long- term plans based on an understanding... Partner’s consumer base..."
https://kr.indeed.com/viewjob?jk=c3c8d9f750cc10e6,"Sr. Director, Head of Risk – Korea & Mongolia",Visa,서울,,"stakeholders so... advance the safety, security and long- term growth... Visa payment system. Key Relationships..."
https://kr.indeed.com/viewjob?jk=199a82723bbbd42f,Professional Div. - Product Manager,Shiseido International France,서울,,sales report & analyze keyline sales. Set up Short / long term strategies by supporting marketing manager Manage all aspects...
https://kr.indeed.com/viewjob?jk=15eda1556c270fb0,CADD팀 (팀장) - IT신기술 기반 신약개발 신약개발 전문기업,,경기도,,"제공 2) GPCR, non-GPCR pipeline 매니저 cross communication 3) Long Term Project : ( 협의 후 결정 ) 4) 교육 훈련 참가 : ( 협의 후 결정 ) 5) 기타 Role..."
https://kr.indeed.com/viewjob?jk=8e5840177aa7af82,Corporate & Investment Bank_Credit Risk Associate,"JPMorgan Chase Bank, N.A.",서울,,"familiarity with term sheets / loan... do. We strive to build trusted, long- term partnerships to help our clients achieve..."
https://kr.indeed.com/viewjob?jk=6a3b42004d50460c,Site Engineer - OCONUS - TS/SCI Poly,CACI,대한민국,,Start: TS/SCI with Polygraph Employee Type: Regular-Long Term Assignment Percentage of Travel Required: Up to 10% Type...
https://kr.indeed.com/viewjob?jk=655248dadf1509ed,"Senior. Program Manager, Data Center Planning and Delivery",Amzn Corporate Services Korea,서울,,resources... lose sight of long term goals. In order... successful... impact... long- term success of AWS...
https://kr.indeed.com/viewjob?jk=aff1b658cc6c0851,DISW - Solution Architect,Siemens Industry Software Ltd.,서울,,complexity of solution architecture options... long term roadmap... solution. Act... ultimate authority...
https://kr.indeed.com/viewjob?jk=d117e6f60ea413de,Actuary (DFA),Largest Korean Life & Fire Ins,대한민국,,"entities in used efficiently - Term of Employment Position: Manager (2year Contract Term, Renewable) - Position is located..."
https://kr.indeed.com/viewjob?jk=da0954427ebd22e4,Business Sales & Delivery Executive - Associate Partner,Kyndryl,서울,,book of accounts... expected to establish trusted long- term relationships with those clients through... ability...
https://kr.indeed.com/viewjob?jk=57b59ec057891dbe,Payroll Administrator - remote,Iron Mountain,대한민국,,creates exceptional. Payroll Administrator - Fixed- term (until 31st of March 2022) Payroll Administrator is responsible...
https://kr.indeed.com/viewjob?jk=c6a97b09ed819f52,NGSA Sales Enablement Lead,Dell Technologies,서울,,relevant experience... industry • Experience with short term and long term strategic planning • Experience working cross...
https://kr.indeed.com/viewjob?jk=28424fee09a90c2d,Account Mgr,Risk Solutions,대한민국,,"responsible for sales results. • Establishes strong, long- term customer relationships and cultivates new business..."
https://kr.indeed.com/viewjob?jk=cf7e073df1c29fce,"Account Manager, Intermed",Keysight Technologies,대구,,maintaining... satisfaction. Maintains positive ongoing long- term relationships with key customers. Interprets customer...
https://kr.indeed.com/viewjob?jk=1c74d5980f6a985a,HR Business Partner,Thermo Fisher Scientific,서울,,opportunities and challenges to meet long and short- term strategic objectives. The focus area... role... support...
https://kr.indeed.com/viewjob?jk=8760aee511eafe36,외국계 IT 기업 - AE,Success Korea,서울 강남구,,line knowledge. - Ability to develop long- term strategic and executive level... develop long- term strategic and executive...
https://kr.indeed.com/viewjob?jk=501cb03bcb2f94ff,KR_HP_Market Access Manager (Temp.),Boehringer Ingelheim,대한민국,,"family-owned ever since, Boehringer Ingelheim takes a long- term perspective. Now, we are powered by 52,000 employees globally..."
https://kr.indeed.com/viewjob?jk=23ef68a78c7d4e0d,Key Account Manager,Accolade Wines,대한민국,,encourages long term business growth... outcomes. * Monitor and manage trading term compliance. * Other responsibilities...
https://kr.indeed.com/viewjob?jk=890e2da4690f09e9,Telecommunications Engineering Specialist,Barbaricum,경기도 평택,,"objectives... clearly defined near- term, mid- term, and long- term initiatives. Qualifications Active DoD Secret..."
https://kr.indeed.com/viewjob?jk=9809eca73e3085a0,Alliance Leader [상무],Kyndryl,서울,,seek opportunities for mutual long term growth Understand our client’s strategic... near and long- term business improvement...
https://kr.indeed.com/viewjob?jk=51b01ccc49d7488e,Theme Park Business Developer,Theme Park N Attractions,경기도 용인,,"multi-national amusement/theme park companies Contract Term: 2yrs, but renewable. Compensation: Very competitive (Negotiable..."
https://kr.indeed.com/viewjob?jk=1b5de8bf531725b7,Account Manager I - F&B,Ecolab,서울,,"set of cleaning and sanitation solutions Carve out a long term, advanced career path in sales/service, corporate accounts..."
https://kr.indeed.com/viewjob?jk=ae859dd1db4fc46c,General Manager Korea,DSM,경기도,,Responsible for customer management. Establish long term relationship with strategic accounts and relevant stakeholders...
https://kr.indeed.com/viewjob?jk=5cac2744e381ee05,Commercial Excellence (CE) Team Manager,Novo Nordisk,서울,,"deployment, target setting, operational call planning and short term incentive design). Manage the development and effective..."
https://kr.indeed.com/viewjob?jk=eeee68d268934495,PM(Project Management),Success Korea,대한민국,,Job Development & Utilization Short- Term Plan (2~3 years) - SAIT102 Programme... Utilization Short- Term Plan (2~3 years...
https://kr.indeed.com/viewjob?jk=d426600f02cfcedb,"Associate Director, Marketing Effectiveness",Nielsen,서울,,references and analyst data. Generating short- term results whilst maintaining a long- term perspective to maximize overall...
https://kr.indeed.com/viewjob?jk=e23867afee0da3f9,[Janssen] Product Manager - Solid Tumor,Johnson & Johnson Family of Companies,서울,,competitor landscape translate them into clear short term and long- term strategies. - Self-driven with proven track record...
https://kr.indeed.com/viewjob?jk=6c64984fc8c15153,Talent Sourcer,Dell Technologies,서울,,Korea and South Asia. You will implement short- and long- term strategies to ensure... talent search targets are met...
https://kr.indeed.com/viewjob?jk=d5fc990853b19292,"[존슨앤드존슨] Head of Medical Devices HR & One HR, North Asia (Di...",Johnson & Johnson Family of Companies,서울,,short- and long term needs to achieve... strategies that meet long- and short- term goals - Talent mindset: develop high...
https://kr.indeed.com/viewjob?jk=96923962a251cb9c,"Sales Account Manager, Senior",BorgWarner,서울,,executes various Sales tasks including: Annual & long- term revenue target Finance improvement including cost reimbursement...
https://kr.indeed.com/viewjob?jk=57800adec3e15160,[원익홀딩스] 대졸공채,원익그룹,성남 삼평동,,"기술력 확보, 고객 기술 Issue 사항 해결 방안 제시] 1. 장비 개선 및 검증 Test - Short Term 장비 개발 및 System 기능 개선 - 신규 Parts 개발 및 검증 Test 2. 기술 검토 및 지원..."
https://kr.indeed.com/viewjob?jk=00a259b1ddbf5788,"E-Commerce Opportunities 매니저, 팀장 채용",Success Korea,서울 청담동,,business plans that result... establishment of a long term interactive... consumer - Develop a plan and Lead global...
https://kr.indeed.com/viewjob?jk=8ed386ece27e60d5,"Financial Planning&Analysis, Associate",Otis,서울,,"gu, Seoul, Korea Key Responsibilities: • Develop long term business plan, yearly business plan and 3months rolling forecast..."
https://kr.indeed.com/viewjob?jk=2c4859dcecf5d674,Business Development Manager - Gaming,TikTok,서울,,"organizations and influencer groups, working to drive long- term adoption and set growth strategies for our partners. Ideal..."
https://kr.indeed.com/viewjob?jk=6b03161b6193d830,Jr.Analyst,Ralph Lauren,서울 강남구,,Long Range Plan to achieve company strategic goal in long term view · Frequent and continuous communication with business...
https://kr.indeed.com/viewjob?jk=9e6f35f3bd13e57b,KERING Legal Assistant (Fixed-Term),KERING KOREA LTD,서울,,Assistant (1yr Fixed- Term) Division... background. Job Type Fixed Term (Fixed Term) Start Date 2021-12-15 Schedule...
https://kr.indeed.com/viewjob?jk=0e0b2303bed65668,L.E.A.D in Maersk Korea,Maersk,서울,,together with others. • Strong desire to pursue a long- term career in transport and logistics. • You... an excellent...
https://kr.indeed.com/viewjob?jk=a9b90a7d08e03905,"Manager, Studio Strategy & Analysis",Netflix,서울,,"making and timely execution Develop country-level long- term studio strategies, facilities, and resource plans and support..."
https://kr.indeed.com/viewjob?jk=5ae63a96736e5b91,Intern (February - August 2022),Macquarie Group Limited,서울,,"principal investment. Job no: INT-962078 Work type: Fixed term Location: Seoul Category: Junior, Asset Management, Graduate..."
https://kr.indeed.com/viewjob?jk=b564819422c98392,E-commerce intern,H&M,서울 종로구,,"group – short and long term. Responsible... customer satisfaction, short and long- term. Daily optimization and evaluation..."
https://kr.indeed.com/viewjob?jk=5b7b34fa0d818cb2,Associate PSR,Organon,서울,,calls or emails. Employee Status: Temporary (Fixed Term) Relocation: Domestic VISA Sponsorship: Travel Requirements...
https://kr.indeed.com/viewjob?jk=983933b8a40c1813,Assistant Store Manager (롯데 본점 남성),Burberry,서울,,mindset is core to our business and key to our long- term success. JOB PURPOSE Through your passion for your product area...
https://kr.indeed.com/viewjob?jk=da1c20427b2764df,Intern (March,Macquarie Group Limited,서울,,"principal investment. Job no: INT-961927 Work type: Fixed term Location: Seoul Category: Junior, Asset Management, Graduate..."
https://kr.indeed.com/viewjob?jk=00fbbe5760a7d330,E-commerce intern (6 months contract),H&M,서울 종로구,,"group – short and long term. Responsible... customer satisfaction, short and long- term. Daily optimization and evaluation..."
https://kr.indeed.com/viewjob?jk=24a5fd77293f412a,Korea Stat & Tax Controller,Microsoft,서울,,workload perspective. Build trust to lay the foundation of long- term growth from a customer and shareholder point of view...
https://kr.indeed.com/viewjob?jk=438adba5847882f6,"Offcycle internship, Macquarie Capital Korea",Macquarie Group Limited,서울,,"principal investment. Job no: MacCap-962251 Work type: Fixed term Location: Seoul Category: Junior, Corporate Finance / M..."
https://kr.indeed.com/viewjob?jk=fe88308384f55644,M&A Specialist - Generalist,뤼이드,서울 강남구,,"RiiidCollaborate with internal teams to assist in long- term financial planning, assessment of financial results, and creation..."
https://kr.indeed.com/viewjob?jk=66b3fa7e0c4e3e2d,Sr Staff FAE,Renesas Electronics Corporation,서울 강남구,,opp - Business strategy for mid/long- term biz expansion - Understanding FAE role... strategy for mid/long- term biz expansion...
https://kr.indeed.com/viewjob?jk=a34e2184cddacfd7,Head of Digital (New position),국경없는의사회 한국,서울 강남구,,"meeting our global objectives, • Define the midterm/long term vision and strategy for MSF’s fundraising, communication, HR..."
